sep=,
DeviceTag:,Xsens DOT,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.1.0,,,,,,,,,,,,,,,,,
AppVersion:,2022.0.1,,,,,,,,,,,,,,,,,
SyncStatus:,Un-synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Orientation (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2022-06-09 15:53:02.141 +0530,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2022,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
137, 3049322227, 0.017945673, 0.0011557312, -0.7963251, 0.6046015
138, 3049338894, 0.01789385, 0.001234669, -0.7963343, 0.60459065
139, 3049355561, 0.017891316, 0.0012352418, -0.79634684, 0.60457426
140, 3049372228, 0.017887494, 0.001193852, -0.7963385, 0.6045855
141, 3049388895, 0.01788311, 0.0011823522, -0.7963289, 0.60459834
142, 3049405562, 0.0178681, 0.0011799427, -0.79633, 0.60459733
143, 3049422229, 0.017827127, 0.0012327862, -0.79633445, 0.60459256
144, 3049438896, 0.017780542, 0.0012743651, -0.79632604, 0.60460496
145, 3049455563, 0.01772303, 0.0013345943, -0.7963287, 0.604603
146, 3049472230, 0.017704483, 0.0013603467, -0.7963368, 0.60459286
147, 3049488897, 0.017716048, 0.0013739264, -0.79634595, 0.6045805
148, 3049505564, 0.0177342, 0.0013829725, -0.7963466, 0.60457903
149, 3049522231, 0.01775166, 0.0013826961, -0.7963501, 0.6045739
150, 3049538898, 0.017758375, 0.0013863625, -0.7963515, 0.60457176
151, 3049555565, 0.01776392, 0.0013691997, -0.79635906, 0.6045616
152, 3049572232, 0.017754704, 0.0013424173, -0.79635686, 0.6045651
